Департамент,Артикул,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07-forecast_lower,2025-07-forecast_mean,2025-07-forecast_upper,2025-08-forecast_lower,2025-08-forecast_mean,2025-08-forecast_upper,2025-09-forecast_lower,2025-09-forecast_mean,2025-09-forecast_upper,2025-10-forecast_lower,2025-10-forecast_mean,2025-10-forecast_upper,last_123_days_sum,forecast_123_days_mean,forecast_123_days_lower,forecast_123_days_upper
АТ Москва,CLAV00-P10051,41,63,20,26,78,25,44,47,24,43,0,0,0,17,15,36,23,7,3,5,0,0,0,0,0,16,521,0,42,547,0,12,500,0,29,533,1,100,0,2101
АТ Москва,CLAV00-P10053,0,18,13,16,33,10,3,8,0,8,0,7,3,8,2,13,0,8,0,3,0,2,2,1,0,18,308,0,43,334,0,25,307,0,24,315,5,111,0,1264
АТ Москва,CLAV00-P10060,5,25,3,24,36,26,11,9,23,0,26,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,301,0,0,283,0,21,319,0,220,527,0,210,0,1429
АТ Москва,CLAV00-P10061,0,35,11,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0,490,0,21,519,0,219,734,0,208,0,2251
АТ Москва,CLAV00-P10062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,CLAV00-P10063,0,0,5,1,41,60,57,63,42,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,512,0,27,535,0,10,502,0,7,516,0,46,0,2064
АТ Москва,CLAV00-P10064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,CLAV00-P10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,CLAV00-P10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,138,0,31,182,0,9,155,0,0,145,0,21,0,621
АТ Москва,CLAV00-P10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,138,0,31,182,0,9,155,0,0,145,0,21,0,621
АТ Москва,CLAV00-P10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,CLAV00-P10069,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,155,0,31,199,0,9,172,0,0,162,0,21,0,688
АТ Москва,GDRIVE-L000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,GDRIVE-L000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,GDRIVE-L000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,GDRIVE-L000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,MTCH00-000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,MTCH00-000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,0,36,2203,0,9,2106,0,7,2174,0,51,0,8648
АТ Москва,MTCH00-000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,MTCH00-000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,TALTHA-BP0022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,448,0,27,472,0,9,439,0,7,452,0,46,0,1810
АТ Москва,TALTHA-BP0026,676,1651,1522,1690,1629,2964,813,1054,1556,1245,1031,843,1545,1518,1320,1494,1217,2240,1059,758,1196,1285,1147,1321,0,1533,6539,0,695,5701,0,1650,6494,0,1213,6219,5001,5091,0,24953
АТ Москва,TALTHA-BP0027,313,473,788,803,766,441,292,379,454,89,155,227,436,271,460,210,451,477,232,201,279,207,201,156,0,163,2366,0,202,2405,0,225,2357,0,124,2328,845,715,0,9456
АТ Москва,TALTHA-BP0028,172,479,370,740,630,374,370,629,329,531,822,264,662,549,758,1031,849,925,604,771,636,430,583,385,0,1557,4412,0,1764,4618,0,1807,4569,0,1752,4606,2052,6879,0,18204
АТ Москва,TALTHA-BP0029,87,766,782,1121,1347,964,608,511,592,537,783,400,541,347,599,633,624,905,281,776,460,446,366,338,0,1015,3386,0,1154,3525,0,1191,3486,0,1046,3417,1628,4406,0,13813
АТ Москва,TALTHA-BP0030,63,84,97,202,119,144,136,91,140,118,133,175,152,126,96,164,109,251,70,85,102,197,127,153,0,20,698,0,98,776,0,135,792,0,30,708,595,283,0,2975
АТ Москва,TALTHA-BP0031,17,21,23,52,8,54,64,23,97,44,20,48,53,46,33,41,73,94,30,45,73,101,79,72,0,51,446,0,45,439,0,38,419,0,63,457,325,197,0,1761
АТ Москва,TALTHA-BP0034,0,257,573,624,587,652,285,627,570,459,410,338,603,290,445,494,297,739,449,322,233,248,241,288,0,278,2301,0,282,2305,0,339,2297,0,356,2378,1028,1255,0,9281
АТ Москва,TALTHA-BP0082,2099,3337,4889,4305,3507,5300,3155,1643,3724,2618,3209,2394,3232,3258,3371,3635,3886,5707,3645,2582,3083,3219,2587,2829,0,4087,15279,0,2581,13773,0,2606,13437,0,3385,14577,11817,12658,0,57068
АТ Москва,TALTHA-BP0083,0,0,0,0,4,40,49,4,1,21,16,20,11,37,21,36,23,22,23,24,21,53,33,40,0,0,815,0,37,862,0,22,820,0,22,846,161,72,0,3343
АТ Москва,TALTHA-DP0053,2505,3040,4551,5476,5050,5936,3128,4209,4245,3823,3222,1706,2291,3021,3120,5560,4606,5520,2956,3686,4070,3716,2630,2656,0,6375,19305,0,6194,19123,0,6104,18616,0,6404,19333,13110,25076,0,76378
АТ Москва,TALTHA-DP0054,1850,2032,2198,1291,1638,1842,1499,1536,1598,1539,1185,1041,1042,1229,1683,2018,1979,1805,1355,1818,2357,1879,971,1505,0,2849,8504,0,1182,6836,0,1704,7176,0,2167,7822,6760,7901,0,30338
АТ Москва,TALTHA-DP0055,809,1007,1263,1190,1072,1250,810,436,756,803,855,423,968,837,906,839,877,1364,490,855,1164,822,671,1285,0,764,4925,0,265,4427,0,520,4548,0,444,4606,3978,1994,0,18506
АТ Москва,TALTHA-DP0056,2045,2135,2524,2563,2217,2913,1668,2158,2301,2179,1698,1360,1485,1796,1605,2890,2288,3158,1612,1840,2100,2189,1546,1216,0,3565,10186,0,2520,9141,0,3267,9674,0,3149,9770,7070,12501,0,38771
АТ Москва,TALTHA-DP0057,1201,975,802,959,380,634,230,468,258,322,215,244,310,222,174,323,289,691,121,332,199,249,166,258,0,208,2072,0,27,1891,0,0,1784,0,0,1787,886,137,0,7533
АТ Москва,TALTHA-DP0058,757,788,945,874,608,615,256,501,299,304,212,236,340,367,209,667,383,342,244,250,342,204,157,319,0,201,1692,0,202,1692,0,274,1716,0,79,1570,1040,755,0,6670
АТ Москва,TALTHA-DP0059,746,194,992,327,261,320,533,284,352,163,168,176,414,278,456,392,601,422,422,143,518,395,174,535,0,530,2765,0,256,2491,0,510,2673,0,266,2501,1664,1563,0,10429
АТ Москва,TALTHA-DP0060,658,540,425,164,145,282,249,261,253,473,416,322,288,28,438,283,210,282,213,286,392,207,54,228,0,74,2095,0,8,2029,0,0,1953,0,0,1933,893,0,0,8010
АТ Москва,TALTHA-DP0061,531,402,1247,453,476,648,748,500,386,282,164,432,393,186,479,323,752,489,488,611,805,620,222,728,0,477,3177,0,183,2883,0,470,3083,0,175,2875,2463,1306,0,12019
АТ Москва,TALTHA-DP0062,54,62,150,71,134,19,59,35,58,50,21,24,77,101,51,206,64,79,70,171,118,52,81,140,0,129,808,0,253,932,0,166,823,0,195,873,400,743,0,3436
АТ Москва,TALTHA-DP0064,0,0,0,0,0,0,0,0,34,0,0,0,2,0,1,0,11,6,0,0,0,0,0,0,0,0,251,0,33,290,0,6,255,0,17,274,0,50,0,1071
АТ Москва,TALTHA-DP0065,82,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2178,0,0,2162,0,12,2107,0,44,2210,0,63,0,8656
АТ Москва,TALTHA-DP0066,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,164,0,39,192,0,12,160,0,25,177,0,88,0,692
АТ Москва,TALTHA-DP0067,8,107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,178,0,0,162,0,20,177,0,68,230,0,103,0,747
АТ Москва,TALTHA-DP0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,TALTHA-DP0069,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,31,546,0,9,508,0,0,509,0,21,0,2064
АТ Москва,TALTHA-DP0070,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,0,0,10,0,13,66,0,0,3,271,0,27,295,0,9,269,0,7,275,79,46,0,1111
АТ Москва,TALTHA-DP0071,38,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,36,493,0,9,450,0,7,463,0,51,0,1862
АТ Москва,TALTHA-DP0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,TALTHA-DP0073,0,0,0,0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,36,546,0,9,502,0,7,517,0,51,0,2074
АТ Москва,TALTHA-DP0079,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,459,0,35,489,0,16,455,0,15,469,0,71,0,1872
АТ Москва,TALTHA-DP0081,160,274,193,411,383,555,269,390,230,390,375,382,344,351,431,385,372,613,167,296,375,546,305,430,0,357,1658,0,327,1629,0,542,1802,0,342,1644,1702,1569,0,6733
АТ Москва,TALTHA-DP0082,1636,1345,1515,216,299,214,498,1741,1887,855,238,590,395,331,623,544,820,922,513,531,813,928,180,709,0,345,4669,0,97,4421,0,445,4630,0,13,4337,2663,900,0,18057
АТ Москва,TALTHA-DP0083,0,0,0,0,4,0,0,0,180,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,603,0,0,491,0,0,490,0,447,959,0,512,0,2542
АТ Москва,TALTHA-DP0084,430,1220,1414,1432,1209,1877,1202,1177,881,1291,1421,623,1031,731,1029,1247,1424,1374,915,755,825,774,597,867,0,636,4516,0,662,4542,0,684,4439,0,369,4249,3143,2350,0,17747
АТ Москва,TALTHA-DP0085,35,11,24,79,118,74,75,48,79,46,81,28,63,97,31,79,44,77,41,57,65,91,67,126,0,196,656,0,192,652,0,184,629,0,207,667,354,779,0,2604
АТ Москва,TALTHA-DP0086,7,16,20,30,62,78,12,53,62,66,28,84,32,63,26,50,52,42,20,10,42,60,51,67,0,34,434,0,43,443,0,40,427,0,17,417,221,134,0,1720
АТ Москва,TALTHA-DP0087,3,1,6,4,32,49,44,3,23,21,12,20,13,27,21,23,26,43,2,2,0,19,3,17,0,34,289,0,41,297,0,21,268,0,50,305,39,147,0,1160
АТ Москва,TALTHA-DP0088,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,16,532,0,1,517,0,21,520,0,66,582,0,104,0,2151
АТ Москва,TALTHA-DP0089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,TALTHA-DP0090,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,160,0,33,199,0,6,167,0,17,183,0,50,0,709
АТ Москва,TALTHA-DP0099,0,0,0,0,29,41,40,2,7,24,26,16,14,28,14,34,10,38,13,17,21,31,40,23,0,20,292,0,35,308,0,15,279,0,38,310,130,108,0,1189
АТ Москва,TALTHA-DP0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,19,28,3,24,12,24,12,9,17,0,0,528,0,35,564,0,16,527,0,14,543,62,65,0,2162
АТ Москва,TALTHA-DP0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,51,28,19,32,53,25,46,0,37,0,0,559,0,27,591,0,10,556,0,7,571,108,39,0,2278
АТ Москва,TALTHA-GP0001,5,108,212,50,161,302,197,101,47,75,144,79,166,20,199,178,85,341,45,17,310,53,443,53,0,0,1549,0,29,1592,0,15,1527,0,0,1542,859,11,0,6211
АТ Москва,TALTHA-GP0002,1,18,19,37,20,66,19,45,62,14,33,7,25,7,14,59,47,90,19,21,27,60,13,35,0,20,298,0,54,332,0,24,293,0,32,310,136,130,0,1234
АТ Москва,TALTHA-GP0003,5,8,12,20,9,45,14,19,27,10,31,8,26,13,28,53,41,92,18,44,69,79,45,35,0,2,313,0,67,378,0,23,324,0,30,341,228,122,0,1356
АТ Москва,TALTHA-GP0004,12,11,17,21,19,67,21,32,15,75,49,156,5,19,12,41,26,69,28,39,58,150,50,39,0,56,545,0,87,576,0,131,605,0,73,563,299,347,0,2289
АТ Москва,TALTHA-GP0005,39,461,226,303,213,531,167,311,362,280,155,351,239,301,393,251,278,1344,323,520,262,831,694,867,0,627,4562,0,338,4273,0,393,4201,0,442,4377,2768,1800,0,17413
АТ Москва,TALTHA-GP0006,6,246,60,122,145,250,126,57,38,221,95,220,209,7,205,57,156,925,187,384,203,553,539,793,0,537,3781,0,109,3354,0,148,3288,0,333,3577,2163,1127,0,14000
АТ Москва,TALTHA-L00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,TALTHA-L00022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,33,540,0,6,498,0,17,525,0,50,0,2065
АТ Москва,TALTHA-L00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,TALTHA-L00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,TALTHA-L00025,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,441,0,27,465,0,9,432,0,7,445,0,46,0,1782
АТ Москва,TALTHA-L00027,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,31,541,0,9,502,0,0,503,0,21,0,2042
АТ Москва,TALTHA-L00028,0,12,27,37,26,68,36,17,32,17,51,20,12,6,45,47,34,88,36,78,91,70,65,63,0,33,371,0,72,411,0,54,381,0,56,394,291,215,0,1556
АТ Москва,TALTHB-DP0028,343,409,366,830,725,1094,739,142,572,644,281,352,295,362,280,180,645,626,263,312,133,295,257,737,0,1485,4762,0,180,3457,0,182,3353,0,117,3393,1447,1963,0,14965
АТ Москва,TALTHB-DP0029,478,662,634,626,630,987,561,984,619,499,571,354,306,726,705,595,588,753,501,557,478,722,678,433,0,545,3219,0,328,3001,0,364,2951,0,371,3045,2347,1608,0,12216
АТ Москва,TALTHB-DP0030,111,93,126,254,324,290,112,208,143,76,127,79,113,100,106,116,158,262,81,140,89,106,129,97,0,54,888,0,151,986,0,66,873,0,40,875,447,311,0,3622
АТ Москва,TALTHB-DP0031,448,494,352,841,614,901,414,553,601,485,229,355,255,313,448,456,715,370,281,382,263,552,348,821,0,1737,4206,0,377,2846,0,336,2726,0,452,2921,2055,2903,0,12699
АТ Москва,TALTHB-DP0032,167,52,22,103,92,248,51,159,199,205,67,44,17,42,48,44,28,221,132,134,55,74,14,572,0,1315,2882,0,70,1637,0,17,1533,0,55,1622,723,1457,0,7676
АТ Москва,TALTHB-DP0033,260,493,490,558,818,743,347,329,519,301,353,278,357,336,517,436,425,643,282,437,322,528,377,305,0,344,2328,0,287,2271,0,245,2164,0,208,2192,1558,1084,0,8955
АТ Москва,TALTHB-DP0034,302,220,239,325,540,749,149,207,320,208,268,147,167,191,307,295,216,240,146,248,102,199,132,141,0,185,1415,0,158,1389,0,109,1300,0,141,1371,618,593,0,5475
АТ Москва,TALTHB-DP0035,76,159,127,159,156,262,167,105,109,124,57,85,59,115,114,71,78,90,66,97,51,27,103,62,0,0,628,0,110,737,0,91,698,0,37,664,257,238,0,2727
АТ Москва,TALTHB-DP0036,258,191,196,333,299,510,199,138,398,155,159,132,116,192,210,153,150,264,102,227,134,167,121,128,0,109,1202,0,161,1254,0,43,1101,0,32,1125,595,346,0,4681
АТ Москва,TALTHB-DP0037,332,143,91,116,148,516,142,207,211,239,54,93,102,73,189,99,74,163,64,97,98,97,50,40,0,143,875,0,155,887,0,134,843,0,114,846,304,545,0,3450
АТ Москва,TALTHB-DP0038,264,92,272,435,168,390,162,332,332,360,123,153,118,34,156,115,2,237,52,96,159,288,116,54,0,89,1474,0,79,1464,0,98,1439,0,73,1459,629,338,0,5836
АТ Москва,TALTHB-DP0039,175,136,66,115,324,357,101,67,99,62,106,66,55,35,100,30,28,112,32,57,47,72,26,15,0,27,1458,0,28,1460,0,0,1377,0,20,1451,178,66,0,5747
АТ Москва,TALTHB-DP0040,29,69,91,95,94,215,21,37,23,18,35,6,19,15,41,51,20,30,72,112,45,43,41,20,0,23,650,0,36,663,0,23,629,0,31,658,178,114,0,2600
АТ Москва,TALTHB-DP0041,133,96,108,115,287,232,199,132,129,132,115,116,73,53,157,104,4,87,32,74,53,71,87,38,0,48,820,0,41,813,0,62,809,0,69,840,268,220,0,3282
АТ Москва,TALTHB-DP0042,16,9,14,20,44,41,88,44,19,51,30,7,22,7,42,68,45,84,29,73,44,28,39,10,0,10,962,0,49,1002,0,24,946,0,34,987,127,118,0,3897
АТ Москва,TALTHB-DP0047,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,10,0,0,0,0,0,0,3,0,0,155,0,32,198,0,8,168,0,19,184,3,48,0,705
АТ Москва,TALTHB-GP0040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,TALTHB-GP0049,196,200,172,330,290,419,467,422,516,385,212,157,145,178,205,322,447,456,223,259,52,368,386,200,0,279,1489,0,356,1566,0,113,1284,0,205,1415,1045,953,0,5755
АТ Москва,TALTHB-GP0050,18,12,15,22,36,32,16,13,26,14,11,3,16,8,14,22,23,30,7,11,23,15,16,18,0,22,294,0,49,320,0,18,281,0,32,303,72,120,0,1199
АТ Москва,TALTHB-GP0051,532,636,661,849,815,1253,412,6,878,788,557,555,515,563,574,869,870,1600,531,623,646,797,493,558,0,887,3228,0,606,2946,0,606,2870,0,730,3070,2556,2829,0,12114
АТ Москва,TALTHB-GP0052,59,85,102,108,116,161,124,67,212,81,77,60,43,42,49,78,92,109,87,79,53,77,33,51,0,51,505,0,102,556,0,62,502,0,72,526,226,287,0,2089
АТ Москва,TALTHB-GP0053,6,6,7,10,7,3,13,4,40,0,4,3,25,11,0,4,2,4,1,0,0,0,1,10,0,14,203,0,35,224,0,16,199,0,15,204,11,80,0,830
АТ Москва,TALTHB-GP0054,268,263,342,473,428,720,325,330,470,390,278,298,231,306,261,397,364,604,247,281,287,362,283,256,0,465,1542,0,412,1489,0,434,1476,0,399,1476,1217,1710,0,5982
АТ Москва,TALTHB-GP0055,368,374,416,627,588,776,430,466,600,475,382,350,222,387,319,398,465,558,375,401,469,446,280,345,0,756,2009,0,645,1898,0,720,1933,0,738,1991,1580,2858,0,7830
АТ Москва,TALTHB-GP0056,325,238,344,514,456,596,534,454,416,489,337,257,218,348,356,484,464,716,347,418,352,404,309,418,0,464,1857,0,468,1861,0,463,1811,0,498,1891,1508,1894,0,7420
АТ Москва,TALTHB-GP0057,263,319,299,362,371,582,278,330,335,386,302,292,204,275,284,390,325,954,279,292,224,354,183,303,0,628,2093,0,616,2081,0,611,2029,0,641,2106,1082,2497,0,8310
АТ Москва,TALTHB-GP0058,228,179,250,375,325,587,203,225,262,361,238,243,168,244,264,295,269,467,201,258,226,280,195,291,0,665,1594,0,598,1527,0,639,1538,0,543,1473,1013,2444,0,6133
АТ Москва,TALTHB-GP0059,12,9,7,9,30,40,11,19,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,534,0,0,518,0,15,518,0,61,580,0,88,0,2150
АТ Москва,TALTHB-GP0060,82,47,23,96,131,99,67,33,22,29,62,66,82,54,71,109,20,202,102,110,62,86,27,33,0,76,606,0,63,593,0,49,561,0,82,612,211,270,0,2372
АТ Москва,TALTHB-GP0061,133,121,147,227,236,377,121,182,248,129,196,128,85,164,134,248,178,377,103,217,169,222,174,189,0,267,991,0,236,961,0,302,1004,0,229,954,765,1034,0,3909
АТ Москва,TALTHB-GP0062,32,9,0,63,80,126,63,62,84,47,57,45,38,31,44,67,13,187,47,71,53,51,37,40,0,3,466,0,76,539,0,11,459,0,55,518,186,145,0,1982
АТ Москва,TALTHB-GP0064,37,27,27,35,45,46,14,16,40,44,37,4,5,8,35,18,56,146,12,10,20,42,12,12,0,0,429,0,41,479,0,23,448,0,20,459,88,75,0,1815
АТ Москва,TALTHB-GP0065,7,8,27,21,16,50,21,7,33,37,7,17,0,0,0,0,0,19,12,0,0,0,0,0,0,3,215,0,27,239,0,9,214,0,7,219,0,47,0,888
АТ Москва,TALTHB-GP0066,13,13,12,13,29,20,7,8,24,44,10,0,5,1,1,0,0,41,8,32,9,18,13,27,0,21,777,0,35,791,0,15,747,0,14,770,67,87,0,3085
АТ Москва,TALTHF-L00045,31,22,26,45,43,53,17,43,39,36,31,27,12,7,25,25,24,45,22,18,29,24,16,10,0,72,356,0,96,380,0,71,346,0,93,377,82,332,0,1460
АТ Москва,TALTHF-L00046,5,9,12,7,17,12,5,2,18,24,7,5,7,10,9,14,4,14,8,10,13,10,13,4,0,5,494,0,37,526,0,35,508,0,11,499,40,88,0,2027
АТ Москва,TALTHF-L00049,12,3,17,18,7,19,7,30,24,19,28,13,23,20,12,26,16,27,14,23,20,5,3,26,0,47,366,0,86,405,0,77,386,0,71,390,54,282,0,1546
АТ Москва,TALTHF-L00050,3,0,7,7,5,12,16,8,7,6,8,4,8,12,10,14,2,5,0,4,12,2,0,1,0,0,486,0,35,521,0,17,488,0,15,501,15,67,0,1996
АТ Москва,TALTHF-L00052,5,0,1,10,8,15,3,5,11,11,6,2,3,1,0,3,4,7,0,2,3,0,2,3,0,4,513,0,0,509,0,20,512,0,65,573,9,89,0,2106
АТ Москва,TALTHF-L00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
АТ Москва,TALTHF-L00055,12,10,5,12,9,35,7,11,5,11,9,9,4,7,7,5,5,9,7,8,1,6,3,3,0,47,835,0,56,844,0,30,793,0,52,841,13,185,0,3313
АТ Москва,TALTHF-L00057,16,5,9,13,16,13,23,12,16,14,10,25,18,15,8,4,10,10,23,5,8,12,4,11,0,0,771,0,36,813,0,24,775,0,16,793,35,71,0,3152
АТ Москва,TALTHF-L00060,0,3,4,8,4,17,29,2,7,3,2,4,4,2,3,1,9,12,1,2,10,0,4,5,0,0,165,0,29,209,0,9,183,0,7,187,19,30,0,743
АТ Москва,TALTHG-L00063,10,14,24,45,30,48,52,44,54,26,31,25,40,41,39,37,36,84,37,61,54,23,26,20,0,133,474,0,125,466,0,95,425,0,106,447,134,459,0,1811
АТ Москва,TALTHG-L00064,5,2,4,24,25,21,19,11,23,16,17,8,19,11,13,29,38,41,21,8,27,27,17,16,0,35,292,0,68,325,0,37,286,0,47,304,87,186,0,1208
АТ Москва,TALTHG-L00065,104,85,6,268,167,189,148,149,182,182,143,152,142,126,141,273,85,327,165,173,153,241,199,165,0,203,1229,0,270,1296,0,177,1170,0,194,1220,763,844,0,4914
АТ Москва,TALTHG-L00066,18,25,18,44,33,51,21,22,46,23,15,35,20,24,22,20,43,30,22,46,27,32,10,30,0,61,393,0,77,410,0,41,362,0,57,390,102,236,0,1554
АТ Москва,TALTHG-L00067,4,3,3,10,3,7,13,1,1,8,3,2,1,7,1,1,2,1,2,7,1,4,0,3,0,17,214,0,1,197,0,21,211,0,66,263,8,105,0,885
АТ Москва,TALTHG-L00068,0,0,0,12,7,14,3,8,16,8,2,9,5,2,11,5,12,3,3,6,0,0,0,8,0,0,190,0,39,240,0,15,210,0,27,228,8,70,0,868
АТ Москва,TALTHG-L00069,72,74,44,101,67,104,70,73,93,122,134,84,79,105,114,166,124,149,113,105,144,156,117,140,0,225,1155,0,264,1194,0,216,1116,0,223,1153,561,928,0,4619
АТ Москва,TALTHG-L00073,1,0,0,2,2,3,0,2,0,1,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,16,706,0,1,691,0,21,689,0,66,756,0,104,0,2841
АТ Москва,TALTHG-L00074,7,3,3,11,1,9,17,2,13,12,0,11,4,14,8,11,8,4,5,4,6,4,11,1,0,1,228,0,44,271,0,14,234,0,30,257,22,89,0,990
АТ Москва,TALTHG-L00075,1,7,5,8,4,14,6,2,2,5,3,5,4,0,0,6,3,5,5,2,3,4,4,2,0,0,188,0,36,233,0,17,208,0,15,213,13,57,0,842
АТ Москва,TALTHG-L00076,26,18,34,56,34,53,31,36,38,48,51,34,26,35,44,65,62,75,25,47,58,46,54,36,0,25,334,0,43,352,0,28,328,0,13,323,203,108,0,1337
АТ Москва,TALTHG-L00080,0,0,2,4,0,7,3,3,0,1,1,1,2,0,0,1,2,1,2,4,4,2,0,0,0,0,504,0,36,541,0,9,497,0,7,512,6,51,0,2054
АТ Москва,TALTHG-L00081,41,15,79,143,31,128,134,37,148,87,111,9,47,69,135,111,98,64,8,26,34,26,25,14,0,18,961,0,61,1004,0,89,1002,0,46,989,102,213,0,3957
АТ Москва,TALTHG-L00082,11,13,8,15,9,8,18,8,15,6,11,5,5,8,6,11,10,10,4,6,7,7,7,5,0,5,750,0,33,778,0,7,728,0,18,763,28,63,0,3020
